iterations,median_betweeness_centrality,median_vertex_degree,num_opinions,median_pagerank
700,0.024689491441970465,11.0,2,0.052573587421089696
700,0.028902116402116398,8.0,2,0.04728436606355543
88,0.024523113338902808,10.0,2,0.04977061413966534
700,0.026789195210247835,9.0,2,0.05129412432370847
700,0.02322338967075809,9.0,2,0.05073143672506329
284,0.027432216905901113,10.0,2,0.05096536310825224
700,0.02167571707045391,10.0,2,0.053121359856114006
213,0.021537791741834456,9.0,2,0.04937442141496347
221,0.023997493734335837,9.0,2,0.04799581020947209
216,0.024798106377053743,9.0,2,0.04939033082157042
700,0.0295931245492649,8.0,2,0.051566310383340024
239,0.021578251183514342,10.0,2,0.05290972739191399
700,0.02461709830130883,7.0,2,0.046262624879686506
145,0.02681240137380488,11.0,2,0.053624259394192686
700,0.02676134781397939,9.0,2,0.04951965289782857
365,0.0275932887774993,10.0,2,0.05203647490343806
700,0.02543859649122807,8.5,1,0.04947882108327342
700,0.02065696649029982,9.0,2,0.04779319590503154
700,0.02327346143135616,9.0,1,0.04746224568810027
183,0.02260871032800857,11.0,2,0.05059842916208081
700,0.024647266313932978,10.5,1,0.050462158119411016
467,0.027875243664717345,9.0,2,0.05037466518454657
700,0.021479624988396916,10.0,2,0.04823850120349591
700,0.030022974101921472,8.0,2,0.0497248491018209
449,0.021342895769890676,9.0,2,0.04826492048689558
700,0.03106028961292119,9.0,2,0.048710415929541805
700,0.024390838206627678,9.5,2,0.04997841751083357
220,0.02196579411491692,9.0,2,0.0501578588207897
700,0.02098533370463195,10.0,2,0.04912816935173781
192,0.023481156595191684,10.0,2,0.05017112148071362
241,0.02546064234660726,9.5,2,0.05036641991770756
186,0.02368653114267149,9.5,2,0.049892181784644406
700,0.0300682261208577,9.5,2,0.05195867984596479
700,0.02286155202821869,10.0,2,0.0503395228517199
378,0.026106934001670842,10.0,2,0.049202967207760656
159,0.0218404808317089,10.0,2,0.050512149100378476
700,0.02389770723104056,10.0,1,0.049217509934180406
221,0.03087196267020828,10.0,2,0.05354164874116093
115,0.024437356016303383,10.0,2,0.05202090475961951
168,0.03151629072681704,9.0,2,0.05075798691567544
138,0.020162675206534857,10.0,2,0.04948979357704168
700,0.020607073238652185,9.0,1,0.048209195224234155
700,0.026388888888888885,10.0,2,0.05350357277750084
700,0.02469842535632009,9.0,2,0.049965418125673525
700,0.02348695813608094,9.0,2,0.04771935174129423
700,0.024221538695222908,9.0,1,0.049726196944190684
214,0.024780701754385966,10.5,2,0.052298687645667946
134,0.0253411306042885,9.0,2,0.048187441418167054
185,0.022890559732664996,9.0,2,0.04824750069998003
162,0.026265841893225568,10.0,2,0.05216749828148822
700,0.029019307528079456,9.0,1,0.04937865139002501
700,0.030100714749837554,9.0,2,0.04916160544495163
216,0.02976190476190476,9.0,2,0.05222752680963048
159,0.028494848231690337,9.5,2,0.050911394035534366
700,0.0229508957579133,9.5,1,0.049758520110241566
700,0.024504548408057176,10.0,2,0.050974487681905045
138,0.022471688480460408,9.5,2,0.04890513777863357
189,0.02291608651257774,9.0,2,0.04875320722547675
131,0.02460549521953031,8.5,2,0.049848270817414234
218,0.020916875522138677,10.0,2,0.04911889408397825
178,0.02620904112132182,10.0,2,0.05023639329017163
215,0.022956697298802557,9.5,2,0.04799249874977675
700,0.02131718184349763,10.0,1,0.04962399296983414
700,0.030740727090056295,8.0,2,0.04683087149115212
136,0.02285923141186299,10.0,2,0.0492742309365905
141,0.026951297088035987,10.0,2,0.05087327279616223
287,0.030560196788266956,10.0,2,0.05332525722450179
700,0.020832173025155477,11.0,2,0.05103341114455726
147,0.023481156595191684,10.0,2,0.049171172192875506
138,0.022635291933537548,10.0,2,0.04977893711762946
380,0.03429206433592398,9.0,2,0.051233240198783545
700,0.02017775921284693,10.5,2,0.05020223641914644
100,0.023055323493919984,9.0,2,0.047491672340588334
700,0.023149308456325998,9.0,2,0.0505896890255664
700,0.024049707602339182,9.0,1,0.04792702106608124
700,0.02257611621646709,10.5,2,0.05263560941149436
106,0.028815093288777495,9.0,2,0.0480087277380332
93,0.023866695357923424,11.0,2,0.053075730790180256
700,0.02319456047526223,11.0,2,0.050329743371445496
700,0.016559918314304277,9.0,1,0.044960515258971934
700,0.027512067205049655,10.0,2,0.04974625674056204
700,0.021689640768588137,8.0,2,0.04758032484933339
700,0.023278102664067574,10.0,1,0.04784898098834334
700,0.028884711779448624,10.0,2,0.05341171671648521
530,0.024640304464865866,9.5,2,0.04801421140136118
700,0.025183328692100618,10.5,2,0.05092682317325698
700,0.02613478139793929,9.0,2,0.05040073424979224
135,0.025967697020328598,10.0,2,0.048725445791395004
700,0.027910052910052913,8.5,2,0.04953961180885042
188,0.02723475355054302,9.5,2,0.05082625306553071
164,0.027380402761289183,10.0,2,0.0521178361597473
700,0.023764588238272447,12.0,1,0.05250468020937029
700,0.02146011071449668,11.5,1,0.05044680215643303
261,0.026867357788410415,9.0,2,0.0499884057298169
153,0.019604777938111273,10.5,2,0.05186749250584026
700,0.025066137566137566,9.5,1,0.051037405642557945
179,0.02188573285064513,10.5,2,0.05109847425983043
700,0.027789961013645222,9.5,1,0.052263734530096376
156,0.026198598347721154,10.0,2,0.04953893579709555
187,0.022632971317181838,9.0,2,0.04789240385115497
700,0.022650375939849622,9.5,1,0.04823923193875584
119,0.029337231968810912,8.0,2,0.05058773752719112
281,0.025807574491785015,9.0,2,0.04978813720031304
700,0.02841942820012995,10.5,2,0.051782088436116314
150,0.02605820105820105,10.5,2,0.05242250802874805
121,0.026468950153160677,9.0,2,0.04972632376823834
123,0.019552353104984682,10.0,2,0.04931830716798647
150,0.02352756892230576,9.0,2,0.04870884295713794
180,0.0306414183607166,10.0,2,0.05189327871875365
226,0.02351628228821211,9.5,2,0.05195866416686812
700,0.024778381138030256,10.0,1,0.04967206579869502
700,0.02194606887589344,11.0,1,0.051331050313336256
700,0.027538859775701877,8.0,2,0.04685406087857477
149,0.027575884154831518,10.0,2,0.05334208960587071
375,0.02798076345547966,10.0,2,0.052031524843217325
700,0.021838160215353196,9.5,2,0.04893196927690052
700,0.026977165135059867,9.5,2,0.05012683016737411
700,0.025992063492063483,9.0,2,0.048691518213869946
700,0.022228023763111476,10.0,2,0.047297975987498894
700,0.02767451034994894,9.0,2,0.049907915335450304
700,0.023905115352483776,9.0,2,0.04943627915965052
700,0.028400248988484283,9.0,2,0.051351797328618984
700,0.026973684210526316,8.0,2,0.04783438662225853
700,0.024541678269748443,9.0,2,0.04935837179030135
144,0.02575536062378167,9.5,2,0.04807166084853655
151,0.020732386521860206,10.0,2,0.04941391660150582
700,0.022194374825953767,10.5,1,0.04878630283090981
187,0.01843033509700176,9.5,2,0.05038576907692568
700,0.03008214981899192,9.0,2,0.05120989308432124
173,0.026848370927318295,9.5,2,0.05105786217074177
144,0.026358720876264733,9.0,2,0.04936075858858344
464,0.02427596769702033,9.0,2,0.048892026524018445
700,0.027286967418546363,9.0,2,0.04902178624238147
156,0.02855286364058294,11.0,2,0.0539323716051209
133,0.02025782047711872,10.0,2,0.049481010618196
136,0.028074816671307894,9.0,2,0.05120086398894197
700,0.02684499548534636,10.5,1,0.050895650755980765
117,0.025048732943469786,9.0,2,0.050494841029574265
700,0.026379606423466075,9.5,2,0.0512472858365941
700,0.02137635756056809,11.0,2,0.052233867535465876
184,0.025090504037872455,9.0,2,0.04708995909625871
700,0.026330873479996287,9.5,2,0.05078628699633293
700,0.0280953609513981,9.0,2,0.05133603523195757
123,0.029046779530525656,9.0,2,0.05065924543359884
199,0.025291267104132598,10.0,2,0.04895642101923105
142,0.027850877192982453,10.5,2,0.05255549500355571
700,0.02251361091940802,9.0,2,0.04962972146209345
184,0.024127448250255264,10.0,2,0.048351001209432046
212,0.02359370648844333,8.5,2,0.04718233581639357
700,0.02251345957486308,10.0,2,0.048389877130523756
700,0.02553490206998979,8.0,2,0.04859011467042735
109,0.031149511204912862,9.0,2,0.05270318640670738
700,0.02721038707880813,10.0,1,0.051988093505509855
700,0.021387960642346604,9.0,1,0.04849000914944234
176,0.023442866425322565,11.0,2,0.05098170121602602
700,0.02335352269562796,8.5,2,0.04749376761093853
700,0.02116760757111634,9.5,2,0.04861357102608877
700,0.02585868912046197,10.0,1,0.05257911662434734
258,0.024850075969651223,10.0,2,0.051022431667449665
145,0.02658382066276803,8.5,2,0.04848013362271798
139,0.02801407112552623,10.0,2,0.051604046374013904
700,0.026023391812865494,9.0,2,0.05106964836971539
146,0.022792039020109192,11.5,2,0.050706580323084935
220,0.021785946347349858,10.5,2,0.05109273035649013
460,0.020213834248921966,7.5,2,0.04633538120557603
219,0.023698345189573256,9.0,2,0.049390600865756445
188,0.022299962870138308,10.0,2,0.0502378904523062
236,0.023917432470064046,10.0,2,0.052349906883830885
700,0.028891673628515732,9.0,2,0.04780078358587388
128,0.0182528079457904,9.5,2,0.0484091576329591
700,0.02502320616355704,9.0,1,0.04983068422337292
149,0.025606841177016615,10.5,2,0.0493281216121267
700,0.02492341966026176,9.0,2,0.05058505857820848
700,0.030238791423001943,8.5,2,0.05168735582936074
173,0.019624292212011507,11.0,2,0.049380575433851624
700,0.02203425229741019,11.0,2,0.05135314815314556
700,0.02863408521303258,8.5,2,0.047757735834631325
141,0.017713475608212452,10.5,2,0.048715594213129675
214,0.02431193725053374,10.0,2,0.048427168028916424
143,0.027596769702032856,10.0,2,0.051118682676577695
700,0.027662907268170424,10.0,1,0.05184285752337252
700,0.022382344750765802,9.0,1,0.04896640302133894
104,0.023770073331476838,11.0,2,0.05187308487639255
126,0.024159936879235122,10.5,2,0.04979140831962307
157,0.01914624524273647,8.0,2,0.04412187642518135
137,0.024344425879513597,10.0,2,0.04987083641001231
700,0.02528796118837398,9.0,1,0.04988500630356006
127,0.023831569664902998,10.0,2,0.04938695792879448
256,0.027231272626009467,9.5,2,0.05003550172671966
700,0.027049104242086695,9.0,2,0.05140155443372947
700,0.028378817413905133,10.0,1,0.05246852066310452
700,0.023221247563352827,10.0,2,0.05071388700349018
700,0.027269562795878582,9.0,2,0.050628950194674796
249,0.02640397289520096,9.0,2,0.050330499863872974
105,0.022765246449456975,10.5,2,0.0520356588482582
254,0.025031328320802,8.5,2,0.04859271375760348
700,0.020532745261847427,8.5,2,0.04942935419502276
191,0.01993061357096445,10.0,2,0.04937450559441606
700,0.022864083609697643,9.5,1,0.04948335561430309
700,0.01952830308093466,9.0,2,0.04615399118623288
700,0.02200640490114174,8.0,2,0.04655165611826473
124,0.025892276988768215,10.5,2,0.051539600958855084
700,0.023643599740090965,10.0,2,0.05035340107708864
192,0.026395850737956,9.0,2,0.0495991569328041
144,0.017410714285714283,9.0,2,0.04739605123929192
458,0.024759816207184628,10.0,2,0.0493924226356548
700,0.023375568551007146,10.5,2,0.05009046790590568
212,0.025302840434419382,9.5,2,0.04996574305453963
110,0.025490810359231404,10.0,2,0.05218497595062348
537,0.028216374269005844,9.5,2,0.05113452459148399
183,0.029610942561081065,9.5,2,0.051805549731796074
700,0.022819780933816022,11.0,2,0.05143371199278213
700,0.025505894365543486,10.0,1,0.050884008214915115
700,0.01906241094837586,11.0,1,0.0517049738447221
700,0.021560846560846558,10.0,2,0.049989111096007
700,0.02955885083078065,9.0,1,0.0497579052647201
700,0.024526594263436365,9.0,1,0.05050440141768962
700,0.024872471582997897,9.5,2,0.049516535756689864
244,0.021497029611064693,9.0,2,0.048467922662706484
132,0.024805068226120854,10.0,2,0.05314846101478307
175,0.02871066555277081,11.0,2,0.05331822923574188
252,0.020507286735356907,8.5,2,0.047105237763891694
700,0.02082056994337696,8.5,1,0.0458809200278016
115,0.028891673628515732,10.0,2,0.05139740336809528
254,0.022030771372876633,8.5,2,0.048365333514254004
151,0.020616355704075003,9.0,2,0.04777046625609232
700,0.034774436090225555,7.0,2,0.05024459236492576
99,0.021334586466165414,9.0,2,0.04745011594906498
120,0.019675556736960243,11.0,2,0.050163011641091326
144,0.02652464494569757,8.5,2,0.051066196914298354
124,0.02373294346978557,10.0,2,0.051125249183890956
700,0.02812819084748909,8.5,2,0.05001754009525824
208,0.022327810266406758,9.5,2,0.04912994181051563
157,0.027897289520096537,9.5,2,0.051953017008034154
700,0.023985890652557313,9.0,1,0.04773802052375542
173,0.021861366378910237,10.5,2,0.05006261626415953
700,0.025685742133110555,9.0,2,0.05147802852520855
286,0.016412559175717066,8.5,2,0.04469920437470037
91,0.02824422166527429,9.0,2,0.05075288186448211
700,0.024361116466379618,9.0,2,0.049060387483196355
700,0.029389445836814257,9.0,2,0.04974669211026073
700,0.026667362851573374,9.5,1,0.050296344729021905
403,0.025090504037872455,10.0,2,0.050045127705181026
155,0.024714564188248397,8.5,2,0.04914117485162728
487,0.02503016801262415,10.0,2,0.05316874781911267
522,0.023114499210990437,9.5,2,0.04974948498902017
700,0.026508400631207647,8.5,1,0.048264598302707726
700,0.0287060243200594,9.5,2,0.0525867675815695
246,0.01874709922955537,10.5,2,0.049368651779752415
251,0.02719298245614035,8.0,2,0.04897722813451481
132,0.023057644110275687,9.0,2,0.04762281933395181
117,0.019586002042142392,8.0,2,0.04669655043966539
700,0.03012043998886104,9.0,2,0.05181482504548429
130,0.023221247563352823,10.5,2,0.05092996201203037
700,0.024135781372623476,10.0,2,0.050369213585469856
700,0.024644945697577275,9.0,1,0.049780133790651465
700,0.021182586094866798,10.0,2,0.04858152222903747
700,0.025382901698691174,9.0,2,0.04788711028117765
700,0.024342105263157894,11.0,2,0.05345005526275914
154,0.01894783254432377,9.0,2,0.04675384967977049
700,0.02765594541910331,9.5,2,0.05048780369231311
156,0.028621321823076206,9.5,2,0.049678361406848
179,0.02792165599183143,9.0,2,0.049126980180953836
700,0.02271767381416504,9.0,1,0.04757212969658494
700,0.022848999603385566,11.5,1,0.051717046195622424
167,0.027175155903226077,9.0,2,0.051442507171052324
144,0.020666248955722638,8.5,2,0.047882683826355285
154,0.02777997625643055,8.0,2,0.04810765681203487
145,0.02191009932238002,10.0,2,0.04954806216390738
700,0.02262600946811473,10.0,2,0.04815619087394031
201,0.0228928803490207,10.0,2,0.050267999060529846
700,0.021277836848012283,11.0,2,0.04993342661337759
700,0.02810878205615048,9.0,2,0.05131837928179919
700,0.029016986911723754,9.5,2,0.051177410132604934
577,0.033325121921613146,9.0,2,0.05391676764388979
167,0.025009282465422812,9.5,2,0.049100204877102885
116,0.0244337696092082,10.0,2,0.05107876254665889
700,0.026032094124199382,9.0,2,0.049992063295994565
108,0.02476329713171819,8.5,2,0.049711946615131335
208,0.0253991460131811,10.0,2,0.05027743109859934
97,0.025450199573006586,9.0,2,0.04821638873455372
142,0.027944862155388467,10.0,2,0.0511832856986487
131,0.024760351734035943,10.0,2,0.05197483299463413
700,0.02095864661654135,9.0,1,0.05038883230805412
700,0.025124152975030165,10.0,2,0.04955355271843143
700,0.02459157152139608,10.0,2,0.05024792705290327
