iterations,median_vertex_degree,median_pagerank,median_betweeness_centrality,num_opinions
118,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
195,19.0,0.04999999999999998,0.0,2
106,19.0,0.04999999999999998,0.0,2
82,19.0,0.04999999999999998,0.0,2
87,19.0,0.04999999999999998,0.0,2
103,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
117,19.0,0.04999999999999998,0.0,2
72,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
89,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
90,19.0,0.04999999999999998,0.0,2
97,19.0,0.04999999999999998,0.0,2
651,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
84,19.0,0.04999999999999998,0.0,2
115,19.0,0.04999999999999998,0.0,2
89,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
114,19.0,0.04999999999999998,0.0,2
101,19.0,0.04999999999999998,0.0,2
99,19.0,0.04999999999999998,0.0,2
78,19.0,0.04999999999999998,0.0,2
97,19.0,0.04999999999999998,0.0,2
97,19.0,0.04999999999999998,0.0,2
112,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,2
106,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
110,19.0,0.04999999999999998,0.0,2
101,19.0,0.04999999999999998,0.0,2
93,19.0,0.04999999999999998,0.0,2
96,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
129,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
126,19.0,0.04999999999999998,0.0,2
83,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
127,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
150,19.0,0.04999999999999998,0.0,2
103,19.0,0.04999999999999998,0.0,2
90,19.0,0.04999999999999998,0.0,2
77,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
104,19.0,0.04999999999999998,0.0,2
78,19.0,0.04999999999999998,0.0,2
267,19.0,0.04999999999999998,0.0,2
97,19.0,0.04999999999999998,0.0,2
103,19.0,0.04999999999999998,0.0,2
102,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
111,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
123,19.0,0.04999999999999998,0.0,2
104,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
85,19.0,0.04999999999999998,0.0,2
125,19.0,0.04999999999999998,0.0,2
121,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
92,19.0,0.04999999999999998,0.0,2
105,19.0,0.04999999999999998,0.0,2
155,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
100,19.0,0.04999999999999998,0.0,2
107,19.0,0.04999999999999998,0.0,2
222,19.0,0.04999999999999998,0.0,2
111,19.0,0.04999999999999998,0.0,2
87,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
103,19.0,0.04999999999999998,0.0,2
120,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
96,19.0,0.04999999999999998,0.0,2
665,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
164,19.0,0.04999999999999998,0.0,2
131,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
102,19.0,0.04999999999999998,0.0,2
94,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
96,19.0,0.04999999999999998,0.0,2
104,19.0,0.04999999999999998,0.0,2
117,19.0,0.04999999999999998,0.0,2
113,19.0,0.04999999999999998,0.0,2
109,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
87,19.0,0.04999999999999998,0.0,2
77,19.0,0.04999999999999998,0.0,2
95,19.0,0.04999999999999998,0.0,2
481,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
95,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
163,19.0,0.04999999999999998,0.0,2
91,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,1
111,19.0,0.04999999999999998,0.0,2
121,19.0,0.04999999999999998,0.0,2
90,19.0,0.04999999999999998,0.0,2
78,19.0,0.04999999999999998,0.0,2
82,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
114,19.0,0.04999999999999998,0.0,2
87,19.0,0.04999999999999998,0.0,2
87,19.0,0.04999999999999998,0.0,2
143,19.0,0.04999999999999998,0.0,2
90,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
138,19.0,0.04999999999999998,0.0,2
90,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
85,19.0,0.04999999999999998,0.0,2
117,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
563,19.0,0.04999999999999998,0.0,2
114,19.0,0.04999999999999998,0.0,2
108,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
115,19.0,0.04999999999999998,0.0,2
129,19.0,0.04999999999999998,0.0,2
160,19.0,0.04999999999999998,0.0,2
88,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
99,19.0,0.04999999999999998,0.0,2
128,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
95,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
246,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,1
118,19.0,0.04999999999999998,0.0,2
130,19.0,0.04999999999999998,0.0,2
144,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,2
84,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
105,19.0,0.04999999999999998,0.0,2
85,19.0,0.04999999999999998,0.0,2
90,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
120,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
90,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
110,19.0,0.04999999999999998,0.0,2
119,19.0,0.04999999999999998,0.0,2
89,19.0,0.04999999999999998,0.0,2
114,19.0,0.04999999999999998,0.0,2
236,19.0,0.04999999999999998,0.0,2
114,19.0,0.04999999999999998,0.0,2
101,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
97,19.0,0.04999999999999998,0.0,2
108,19.0,0.04999999999999998,0.0,2
101,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,2
88,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,1
237,19.0,0.04999999999999998,0.0,2
74,19.0,0.04999999999999998,0.0,2
98,19.0,0.04999999999999998,0.0,2
75,19.0,0.04999999999999998,0.0,2
83,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
84,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,2
110,19.0,0.04999999999999998,0.0,2
90,19.0,0.04999999999999998,0.0,2
75,19.0,0.04999999999999998,0.0,2
101,19.0,0.04999999999999998,0.0,2
131,19.0,0.04999999999999998,0.0,2
88,19.0,0.04999999999999998,0.0,2
584,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
433,19.0,0.04999999999999998,0.0,2
99,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
65,19.0,0.04999999999999998,0.0,2
159,19.0,0.04999999999999998,0.0,2
131,19.0,0.04999999999999998,0.0,2
89,19.0,0.04999999999999998,0.0,2
86,19.0,0.04999999999999998,0.0,2
103,19.0,0.04999999999999998,0.0,2
103,19.0,0.04999999999999998,0.0,2
101,19.0,0.04999999999999998,0.0,2
132,19.0,0.04999999999999998,0.0,2
112,19.0,0.04999999999999998,0.0,2
128,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
151,19.0,0.04999999999999998,0.0,2
119,19.0,0.04999999999999998,0.0,2
85,19.0,0.04999999999999998,0.0,2
95,19.0,0.04999999999999998,0.0,2
108,19.0,0.04999999999999998,0.0,2
593,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
87,19.0,0.04999999999999998,0.0,2
168,19.0,0.04999999999999998,0.0,2
95,19.0,0.04999999999999998,0.0,2
203,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,2
68,19.0,0.04999999999999998,0.0,2
82,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
112,19.0,0.04999999999999998,0.0,2
246,19.0,0.04999999999999998,0.0,2
270,19.0,0.04999999999999998,0.0,2
103,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
160,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
93,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
109,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
91,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
99,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
185,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
232,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,1
100,19.0,0.04999999999999998,0.0,2
104,19.0,0.04999999999999998,0.0,2
234,19.0,0.04999999999999998,0.0,2
83,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
143,19.0,0.04999999999999998,0.0,2
144,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
664,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
104,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
115,19.0,0.04999999999999998,0.0,2
122,19.0,0.04999999999999998,0.0,2
88,19.0,0.04999999999999998,0.0,2
111,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
74,19.0,0.04999999999999998,0.0,2
109,19.0,0.04999999999999998,0.0,2
306,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,1
77,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
96,19.0,0.04999999999999998,0.0,2
106,19.0,0.04999999999999998,0.0,2
113,19.0,0.04999999999999998,0.0,2
93,19.0,0.04999999999999998,0.0,2
77,19.0,0.04999999999999998,0.0,2
107,19.0,0.04999999999999998,0.0,2
112,19.0,0.04999999999999998,0.0,2
163,19.0,0.04999999999999998,0.0,2
110,19.0,0.04999999999999998,0.0,2
106,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
128,19.0,0.04999999999999998,0.0,2
88,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
127,19.0,0.04999999999999998,0.0,2
283,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
101,19.0,0.04999999999999998,0.0,2
85,19.0,0.04999999999999998,0.0,2
115,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
129,19.0,0.04999999999999998,0.0,2
98,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
86,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
119,19.0,0.04999999999999998,0.0,2
83,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,2
126,19.0,0.04999999999999998,0.0,2
381,19.0,0.04999999999999998,0.0,2
100,19.0,0.04999999999999998,0.0,2
90,19.0,0.04999999999999998,0.0,2
178,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,1
122,19.0,0.04999999999999998,0.0,2
140,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,1
102,19.0,0.04999999999999998,0.0,2
86,19.0,0.04999999999999998,0.0,2
77,19.0,0.04999999999999998,0.0,2
82,19.0,0.04999999999999998,0.0,2
138,19.0,0.04999999999999998,0.0,2
146,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
92,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
171,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
122,19.0,0.04999999999999998,0.0,2
113,19.0,0.04999999999999998,0.0,2
120,19.0,0.04999999999999998,0.0,2
100,19.0,0.04999999999999998,0.0,2
110,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
87,19.0,0.04999999999999998,0.0,2
379,19.0,0.04999999999999998,0.0,2
329,19.0,0.04999999999999998,0.0,2
92,19.0,0.04999999999999998,0.0,2
91,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
81,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
100,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
243,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
114,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
77,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
88,19.0,0.04999999999999998,0.0,2
155,19.0,0.04999999999999998,0.0,2
124,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
218,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
112,19.0,0.04999999999999998,0.0,2
107,19.0,0.04999999999999998,0.0,2
127,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
198,19.0,0.04999999999999998,0.0,2
94,19.0,0.04999999999999998,0.0,2
152,19.0,0.04999999999999998,0.0,2
84,19.0,0.04999999999999998,0.0,2
92,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
111,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
363,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
117,19.0,0.04999999999999998,0.0,2
146,19.0,0.04999999999999998,0.0,2
140,19.0,0.04999999999999998,0.0,2
111,19.0,0.04999999999999998,0.0,2
123,19.0,0.04999999999999998,0.0,2
111,19.0,0.04999999999999998,0.0,2
458,19.0,0.04999999999999998,0.0,2
131,19.0,0.04999999999999998,0.0,2
105,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
99,19.0,0.04999999999999998,0.0,2
101,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
105,19.0,0.04999999999999998,0.0,2
122,19.0,0.04999999999999998,0.0,2
127,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
126,19.0,0.04999999999999998,0.0,2
110,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
91,19.0,0.04999999999999998,0.0,2
122,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
94,19.0,0.04999999999999998,0.0,2
99,19.0,0.04999999999999998,0.0,2
87,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
89,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
634,19.0,0.04999999999999998,0.0,2
650,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
95,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
192,19.0,0.04999999999999998,0.0,2
114,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
357,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
92,19.0,0.04999999999999998,0.0,2
79,19.0,0.04999999999999998,0.0,2
79,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
116,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
106,19.0,0.04999999999999998,0.0,2
101,19.0,0.04999999999999998,0.0,2
185,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
112,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
148,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
138,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,1
99,19.0,0.04999999999999998,0.0,2
134,19.0,0.04999999999999998,0.0,2
94,19.0,0.04999999999999998,0.0,2
101,19.0,0.04999999999999998,0.0,2
86,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
168,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
116,19.0,0.04999999999999998,0.0,2
149,19.0,0.04999999999999998,0.0,2
106,19.0,0.04999999999999998,0.0,2
121,19.0,0.04999999999999998,0.0,2
512,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
90,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
163,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
103,19.0,0.04999999999999998,0.0,2
152,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
400,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
146,19.0,0.04999999999999998,0.0,2
222,19.0,0.04999999999999998,0.0,2
223,19.0,0.04999999999999998,0.0,2
101,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
114,19.0,0.04999999999999998,0.0,2
146,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
137,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
105,19.0,0.04999999999999998,0.0,2
108,19.0,0.04999999999999998,0.0,2
191,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
94,19.0,0.04999999999999998,0.0,2
119,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
90,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
160,19.0,0.04999999999999998,0.0,2
161,19.0,0.04999999999999998,0.0,2
169,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
91,19.0,0.04999999999999998,0.0,2
99,19.0,0.04999999999999998,0.0,2
95,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
106,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
133,19.0,0.04999999999999998,0.0,2
113,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
143,19.0,0.04999999999999998,0.0,2
143,19.0,0.04999999999999998,0.0,2
143,19.0,0.04999999999999998,0.0,2
111,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
85,19.0,0.04999999999999998,0.0,2
697,19.0,0.04999999999999998,0.0,2
87,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
122,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
87,19.0,0.04999999999999998,0.0,2
78,19.0,0.04999999999999998,0.0,2
98,19.0,0.04999999999999998,0.0,2
97,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
100,19.0,0.04999999999999998,0.0,2
71,19.0,0.04999999999999998,0.0,2
94,19.0,0.04999999999999998,0.0,2
104,19.0,0.04999999999999998,0.0,2
451,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
140,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
89,19.0,0.04999999999999998,0.0,2
91,19.0,0.04999999999999998,0.0,2
277,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
98,19.0,0.04999999999999998,0.0,2
387,19.0,0.04999999999999998,0.0,2
88,19.0,0.04999999999999998,0.0,2
106,19.0,0.04999999999999998,0.0,2
98,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
102,19.0,0.04999999999999998,0.0,2
82,19.0,0.04999999999999998,0.0,2
111,19.0,0.04999999999999998,0.0,2
89,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
123,19.0,0.04999999999999998,0.0,2
72,19.0,0.04999999999999998,0.0,2
236,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,1
174,19.0,0.04999999999999998,0.0,2
119,19.0,0.04999999999999998,0.0,2
104,19.0,0.04999999999999998,0.0,2
700,19.0,0.04999999999999998,0.0,2
96,19.0,0.04999999999999998,0.0,2
118,19.0,0.04999999999999998,0.0,2
98,19.0,0.04999999999999998,0.0,2
479,19.0,0.04999999999999998,0.0,2
249,19.0,0.04999999999999998,0.0,2
106,19.0,0.04999999999999998,0.0,2
88,19.0,0.04999999999999998,0.0,2
102,19.0,0.04999999999999998,0.0,2
